Malicious Package Name,Original Package Name,Ecosystem,Categories,Note/Comment,Detection Date,Campaign description,Maliciousness type,Source
delayed_plugins-airbrake,delayed-plugins-airbrake,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
deriving-license,deriving_license,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
devino-sms,devino_sms,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
divining-rod,divining_rod,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
dog-biscuits,dog_biscuits,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
dogapi_demo,dogapi-demo,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
doge_chef-formatter,doge-chef-formatter,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
doge-helper,doge_helper,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
doge-linguist,doge_linguist,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
doge-woof,doge_woof,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
dot-rake_tasks_in_rails,dot_rake_tasks_in_rails,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
dradis_brakeman,dradis-brakeman,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
dradis_nmap,dradis-nmap,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
dradis_ntospider,dradis-ntospider,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
dragonfly_activerecord,dragonfly-activerecord,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
dragonfly_cloudinary,dragonfly-cloudinary,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
dragonfly_cloudinary-datastore,dragonfly-cloudinary-datastore,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
drupal-fu,drupal_fu,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
dt_rake,dt-rake,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
edmunds-vin,edmunds_vin,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
education-stats,education_stats,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ellen_weather,ellen-weather,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
em_statsd,em-statsd,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
em_statsd-ruby,em-statsd-ruby,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
em_synchrony-dataone-vin,em-synchrony-dataone-vin,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
emque_stats,emque-stats,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
enpit-weather,enpit_weather,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
execute-with_rescue_with_airbrake,execute_with_rescue_with_airbrake,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
fig-rake,fig_rake,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
first-gem_rakesh,first_gem_rakesh,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
first-giving_api,first_giving_api,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
fluent_plugin-airbrake-logger,fluent-plugin-airbrake-logger,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
fluent_plugin-airbrake-python,fluent-plugin-airbrake-python,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
fluent_plugin-datadog-statsd,fluent-plugin-datadog-statsd,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
fluent_plugin-dogstatsd,fluent-plugin-dogstatsd,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
fluent_plugin-dogstatsd-mediba,fluent-plugin-dogstatsd-mediba,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
fluent_plugin-stats,fluent-plugin-stats,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
fluent_plugin-stats-notifier,fluent-plugin-stats-notifier,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
fluent_plugin-statsd,fluent-plugin-statsd,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
fluent_plugin-statsd-event,fluent-plugin-statsd-event,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
fluent_plugin-statsd-output,fluent-plugin-statsd-output,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
fluent_plugin-statsite,fluent-plugin-statsite,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
fluent-plugin-haproxy-stats,fluent-plugin-haproxy_stats,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
font_awesome-sass,font-awesome-sass,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
font_awesome-sass-c,font-awesome-sass-c,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
font_awesome-sass-mixins,font-awesome-sass-mixins,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
font_awesome-sassc,font-awesome-sassc,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
font_fabulous,font-fabulous,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
font_league,font-league,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
font_roboto-rails,font-roboto-rails,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
font_stack,font-stack,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
font-assets,font_assets,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
foot-stats,foot_stats,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
forgiving-nil,forgiving_nil,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
fortnite-api,fortnite_api,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
galvinhsiu-active-cart,galvinhsiu-active_cart,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
game-shuffle_cards,game_shuffle_cards,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
gamer-stats,gamer_stats,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
get-stats,get_stats,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
gimme-vins,gimme_vins,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
git-team_stats,git_team_stats,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
github_org-stats,github-org-stats,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
github_release-stats,github-release-stats,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
gitstats_rb,gitstats-rb,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
gitstats_ruby,gitstats-ruby,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
hack-cards,hack_cards,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
halo-stats,halo_stats,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
hello-kelvinst,hello_kelvinst,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
http-statsd,http_statsd,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
indonesian-province,indonesian_province,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
jaconda-telegram,jaconda_telegram,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
jenkins-statsd,jenkins_statsd,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
jmcnevin-rghost-barcode,jmcnevin-rghost_barcode,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
kevin-thompson,kevin_thompson,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
kevins-propietary_brain,kevins_propietary_brain,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
lang-cards,lang_cards,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
language-mixer,language_mixer,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
lines-mixer,lines_mixer,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
lita_onewheel-beer-abvpub,lita-onewheel-beer-abvpub,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
lita_onewheel-beer-apex,lita-onewheel-beer-apex,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
lita_onewheel-beer-baileys,lita-onewheel-beer-baileys,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
lita_onewheel-beer-base,lita-onewheel-beer-base,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
lita_onewheel-beer-btu,lita-onewheel-beer-btu,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
lita_onewheel-beer-craftpourhouse,lita-onewheel-beer-craftpourhouse,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
lita_onewheel-beer-growlers,lita-onewheel-beer-growlers,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
lita_onewheel-beer-loyal-legion,lita-onewheel-beer-loyal-legion,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
lita_onewheel-beer-pints,lita-onewheel-beer-pints,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
lita_onewheel-beer-tin-bucket,lita-onewheel-beer-tin-bucket,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
lita_onewheel-beer-upperlip,lita-onewheel-beer-upperlip,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
lita_onewheel-beer-wayfinder,lita-onewheel-beer-wayfinder,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
lita_onewheel-beer-wework,lita-onewheel-beer-wework,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
lita_telegram,lita-telegram-plus,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
lita_telegram-plus,lita-telegram-plus,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
living-dead,living_dead,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
mars-rover_alvin,mars_rover_alvin,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
movie-spider,movie_spider,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
moving-average,moving_average,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
moving-images,moving_images,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
moving-words,moving_words,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
movingsign-api,movingsign_api,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
multi-movingsign,multi_movingsign,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
murmuring-spider,murmuring_spider,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
nhtsa-vin,nhtsa_vin,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
omniauth_marvin,omniauth-marvin,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
omniauth_mixer,omniauth-mixer,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
playing-cards,playing_cards,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
rack_envinspector,rack-envinspector,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
rails_test-serving,rails-test-serving,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
rate-beer,rate_beer,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
referral-candy,referral_candy,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
resque-stuck_queue,resque_stuck_queue,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
royal-mail_api,royal_mail_api,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
royal-mail_scraper,royal_mail_scraper,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
rspec-candy,rspec_candy,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ruboty_telegram,ruboty-telegram,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
ruby-playing_cards,ruby_playing_cards,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
rubylove-playing-cards,rubylove-playing_cards,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
secondhand_spider,secondhand-spider,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
seeing-is_believing,seeing_is_believing,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
selenium-spider,selenium_spider,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
speed-spider,speed_spider,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
spider_gazelle,spider-gazelle,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
spider_node,spider-node,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
spider_src,spider-src,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
spider-bot,spider_bot,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
spider-html,spider_html,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
spider-monkey,spider_monkey,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
stuck-it_up,stuck_it_up,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
telegram_bot-ruby,telegram-bot-ruby,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
telegram_bot-types,telegram-bot-types,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
telegram-bot_api,telegram_bot_api,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
telegram-bot_middleware,telegram_bot_middleware,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
telegram-bot_ruby,telegram-bot-ruby,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
telegram-meetup_bot,telegram_meetup_bot,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
telegram-notifications,telegram_notifications,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
twitter_vine,twitter-vine,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
twitter-cards,twitter_cards,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
vagrant_hvinfo,vagrant-hvinfo,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
wordify-stuckiest,wordify_stuckiest,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
workarea-gift-cards,workarea-gift_cards,RubyGems,"(3,)",,25/02/2020,Ruby Delimiter Reversing Labs,Crypto theft,Reversing Labs
